ISBN	ARK_TITLE	ARK_PRICE	ARK_URL	NORLI_TITLE	NORLI_PRICE	NORLI_URL	ADLIBRIS_TITLE	ADLIBRIS_PRICE	ADLIBRIS_URL	TIMESTAMP
9780702329333	Diary of a Roblox Pro #2: Dragon Pet	129	https://www.ark.no/produkt/boker/barneboker/diary-of-a-roblox-pro-2-dragon-pet-9780702329333	Diary of a Roblox Pro #2: Dragon Pet	129	https://www.norli.no/boker/barneboker/fakta/diary-of-a-roblox-pro-2-dragon-pet	Diary of a Roblox Pro #2: Dragon Pet	119	https://www.adlibris.com/no/bok/diary-of-a-roblox-pro-2-dragon-pet-9780702329333	2024-11-13 00:39:02
9788203399787	Zlatan ruler	129	https://www.ark.no/produkt/boker/barneboker/zlatan-ruler-9788203399787	Zlatan ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/zlatan-1	Zlatan ruler	181	https://www.adlibris.com/no/bok/zlatan-ruler-9788203399787	2024-11-13 00:13:17
9788283571455	Sashas hemmelighet	154	https://www.ark.no/produkt/boker/barneboker/sashas-hemmelighet-9788283571455	Sashas hemmelighet	154	https://www.norli.no/boker/barneboker/fra-10-ar/kattekrigerne3	Sashas hemmelighet	154	https://www.adlibris.com/no/bok/sashas-hemmelighet-9788283571455	2024-11-13 00:31:36
9788205532236	Orkanen	272	https://www.ark.no/produkt/boker/barneboker/orkanen-9788205532236	Orkanen	272	https://www.norli.no/boker/barneboker/fra-8-ar/orkanen	Krypto del 2: Orkanen	273	https://www.adlibris.com/no/bok/krypto-del-2-orkanen-9788205532236	2024-11-13 00:12:06
9788205541474	Spektakulære skip	181	https://www.ark.no/produkt/boker/barneboker/spektakulaere-skip-9788205541474	Spektakulære skip	181	https://www.norli.no/boker/barneboker/fra-6-ar/spektakulaere-skip	Spektakulære skip	181	https://www.adlibris.com/no/bok/spektakulare-skip-9788205541474	2024-11-13 00:13:59
9780702329357	-	0	-	Lava Chase	129	https://www.norli.no/boker/barneboker/fra-8-ar/lava-chase	Lava Chase	105	https://www.adlibris.com/no/bok/lava-chase-9780702329357	2024-11-13 00:38:52
9780702328732	-	0	-	Diary of a Roblox Pro #1: Monster Escape	129	https://www.norli.no/boker/barneboker/fakta/diary-of-a-roblox-pro-1-monster-escape	Diary of a Roblox Pro #1: Monster Escape	105	https://www.adlibris.com/no/bok/diary-of-a-roblox-pro-1-monster-escape-9780702328732	2024-11-13 00:39:22
9788234717376	Mestertyven ; Rottene	227	https://www.ark.no/produkt/boker/barneboker/mestertyven-rottene-9788234717376	Mestertyven ; Rottene	227	https://www.norli.no/boker/barneboker/fra-8-ar/mestertyven-og-rottene-1	Mestertyven ; Rottene	227	https://www.adlibris.com/no/bok/mestertyven-rottene-9788234717376	2024-11-13 00:15:22
9781786064059	Ronaldo (Ultimate Football Heroes - the No. 1 football series) - Collect them all!	129	https://www.ark.no/produkt/boker/barneboker/ronaldo-ultimate-football-heroes-the-no-1-football-series-9781786064059	Ronaldo (Ultimate Football Heroes - the No. 1 football series) - Collect them all!	129	https://www.norli.no/boker/barneboker/fakta/ronaldo-ultimate-football-heroes-the-no-1-football-series	Ronaldo (Ultimate Football Heroes - the No. 1 football series)	141	https://www.adlibris.com/no/bok/ronaldo-ultimate-football-heroes---the-no-1-football-series-9781786064059	2024-11-13 00:36:50
9788203395512	Messi ruler	181	https://www.ark.no/produkt/boker/barneboker/messi-ruler-9788203395512	Messi ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/messi-8	Messi ruler	181	https://www.adlibris.com/no/bok/messi-ruler-9788203395512	2024-11-13 00:14:51
9788205523852	Flukten til det øde huset	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-det-ode-huset-9788205523852	Flukten til det øde huset	209	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-det-ode-huset	Flukten til det øde huset	209	https://www.adlibris.com/no/bok/flukten-til-det-ode-huset-9788205523852	2024-11-13 00:18:56
9788242966674	The crow sisters	272	https://www.ark.no/produkt/boker/barneboker/the-crow-sisters-9788242966674	The crow sisters	272	https://www.norli.no/boker/barneboker/fra-8-ar/the-crow-sisters	The crow sisters	273	https://www.adlibris.com/no/bok/the-crow-sisters-9788242966674	2024-11-13 00:14:41
9788202600273	På tokt med Pikachu	254	https://www.ark.no/produkt/boker/barneboker/pa-tokt-med-pikachu-9788202600273	På tokt med Pikachu	254	https://www.norli.no/boker/barneboker/fra-6-ar/pa-tokt-med-pikachu	På tokt med Pikachu	254	https://www.adlibris.com/no/bok/pa-tokt-med-pikachu-9788202600273	2024-11-13 00:23:00
9788283731002	Barske bøller blir angrepet av kattunger	227	https://www.ark.no/produkt/boker/barneboker/barske-boller-blir-angrepet-av-kattunger-9788283731002	Barske bøller blir angrepet av kattunger	227	https://www.norli.no/boker/barneboker/fra-8-ar/barske-boller-blir-angrepet-av-zombie-kattunger	Barske bøller blir angrepet av kattunger	227	https://www.adlibris.com/no/bok/barske-boller-blir-angrepet-av-kattunger-9788283731002	2024-11-13 00:19:37
9788242975621	The portal tree - Part 1	272	https://www.ark.no/produkt/boker/barneboker/the-portal-tree-9788242975621	The portal tree - Part 1	272	https://www.norli.no/boker/barneboker/fra-8-ar/the-portal-tree	The portal tree	273	https://www.adlibris.com/no/bok/the-portal-tree-9788242975621	2024-11-13 00:28:03
9788202738587	Vitseløve - 10 : Sport	209	https://www.ark.no/produkt/boker/barneboker/vitselove-9788202738587	Vitseløve - 10 : Sport	129	https://www.norli.no/boker/barneboker/fakta/quiz-og-hobby/sport-vitselove	Vitseløve	209	https://www.adlibris.com/no/bok/vitselove-9788202738587	2024-11-13 00:08:05
9788283571271	Fanget	154	https://www.ark.no/produkt/boker/barneboker/fanget-9788283571271	Fanget	154	https://www.norli.no/boker/barneboker/fra-10-ar/himmelklanen-og-den-fremmede-3-1	Fanget	154	https://www.adlibris.com/no/bok/fanget-9788283571271	2024-11-13 00:35:51
9788242970961	Portaltreet - Andre del	159	https://www.ark.no/produkt/boker/barneboker/portaltreet-9788242970961	Portaltreet - Andre del	159	https://www.norli.no/boker/barneboker/fra-8-ar/portaltreet-1	Nordlys 6. Portaltreet; andre del	300	https://www.adlibris.com/no/bok/nordlys-6-portaltreet-andre-del-9788242970961	2024-11-13 00:32:17
9788242978233	Såret	300	https://www.ark.no/produkt/boker/barneboker/saret-9788242978233	Såret	300	https://www.norli.no/boker/barneboker/fra-10-ar/dragens-oye-4-saret-saret	Såret: Dragens øye del 4	300	https://www.adlibris.com/no/bok/saret-dragens-oye-del-4-9788242978233	2024-11-13 00:17:55
9788248917151	Nedtegnelser fra en dustete dramaqueen - NOT!	272	https://www.ark.no/produkt/boker/barneboker/nedtegnelser-fra-en-dustete-dramaqueen-not-9788248917151	Nedtegnelser fra en dustete dramaqueen - NOT!	272	https://www.norli.no/boker/barneboker/fra-10-ar/nedtegnelser-fra-en-dustete-dramaqueen-not	Nedtegnelser fra en dustete dramaqueen - NOT!	273	https://www.adlibris.com/no/bok/nedtegnelser-fra-en-dustete-dramaqueen---not-9788248917151	2024-11-13 00:27:12
9788202758264	Vitseløve - 11 : Dyrevitser	181	https://www.ark.no/produkt/boker/barneboker/vitselove-9788202758264	Vitseløve - 11 : Dyrevitser	181	https://www.norli.no/boker/barneboker/fakta/quiz-og-hobby/vitselove-18	Vitseløve	181	https://www.adlibris.com/no/bok/vitselove-9788202758264	2024-11-13 00:27:43
9788241960697	Hundemannen drar på Lopphavet	119	https://www.ark.no/produkt/boker/barneboker/hundemannen-drar-pa-lopphavet-9788241960697	Hundemannen drar på Lopphavet	272	https://www.norli.no/boker/barneboker/fra-8-ar/hundemannen-drar-pa-lopphavet	Hundemannen drar på Lopphavet	273	https://www.adlibris.com/no/bok/hundemannen-drar-pa-lopphavet-9788241960697	2024-11-13 00:26:22
9788283730951	Terrys bok om absolutt alt (nesten, da)	272	https://www.ark.no/produkt/boker/barneboker/terrys-bok-om-absolutt-alt-nesten-da-9788283730951	Terrys bok om absolutt alt (nesten, da)	149	https://www.norli.no/boker/barneboker/fra-8-ar/terrys-bok-om-absolutt-alt-nesten-da	Terrys bok om absolutt alt (nesten, da)	273	https://www.adlibris.com/no/bok/terrys-bok-om-absolutt-alt-nesten-da-9788283730951	2024-11-13 00:21:09
9788242976482	Nerissas hevn - Del 3	136	https://www.ark.no/produkt/boker/barneboker/nerissas-hevn-9788242976482	Nerissas hevn - Del 3	136	https://www.norli.no/boker/barneboker/fra-8-ar/nerissas-hevn	Nerissas hevn	136	https://www.adlibris.com/no/bok/nerissas-hevn-9788242976482	2024-11-13 00:09:26
9788248917922	Nedtegnelser fra en perfekt hundepasser - NOT!	272	https://www.ark.no/produkt/boker/barneboker/nedtegnelser-fra-en-perfekt-hundepasser-not-9788248917922	Nedtegnelser fra en perfekt hundepasser - NOT!	272	https://www.norli.no/boker/barneboker/fra-10-ar/nedtegnelser-fra-en-perfekt-hundepasser-not-1	Dustedagboka 10: Nedtegnelser fra en perfekt hundepasser - NOT!	273	https://www.adlibris.com/no/bok/dustedagboka-10-nedtegnelser-fra-en-perfekt-hundepasser---not-9788248917922	2024-11-13 00:32:47
9788205531178	Flukten til sirkuset	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-sirkuset-9788205531178	Flukten til sirkuset	209	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-sirkuset	Flukten til sirkuset	209	https://www.adlibris.com/no/bok/flukten-til-sirkuset-9788205531178	2024-11-13 00:19:58
9788202766429	Mørkets sang	272	https://www.ark.no/produkt/boker/skjonnlitteratur/morkets-sang-9788202766429	Mørkets sang	254	https://www.norli.no/boker/barneboker/fra-10-ar/morkets-sang	Mørkets sang	273	https://www.adlibris.com/no/bok/morkets-sang-9788202766429	2024-11-13 00:15:12
9788202786236	Ligg unna kjelleren!	254	https://www.ark.no/produkt/boker/barneboker/ligg-unna-kjelleren-9788202786236	Ligg unna kjelleren!	149	https://www.norli.no/boker/barneboker/fra-10-ar/ligg-unna-kjelleren-1	Ligg unna kjelleren!	254	https://www.adlibris.com/no/bok/ligg-unna-kjelleren-9788202786236	2024-11-13 00:27:01
9788283731675	Gutta i trehusets ekstremt hemmelige historier	272	https://www.ark.no/produkt/boker/barneboker/gutta-i-trehusets-ekstremt-hemmelige-historier-9788283731675	Gutta i trehusets ekstremt hemmelige historier	272	https://www.norli.no/boker/barneboker/fra-10-ar/gutta-i-trehusets-ekstremt-hemmelige-historier	Gutta i trehusets ekstremt hemmelige historier	273	https://www.adlibris.com/no/bok/gutta-i-trehusets-ekstremt-hemmelige-historier-9788283731675	2024-11-13 00:10:07
9788205531529	-	0	-	Hester og føll	181	https://www.norli.no/boker/barneboker/fra-6-ar/hester-og-foll	-	0	-	2024-11-13 00:15:42
9788241918377	Loppenes herre	272	https://www.ark.no/produkt/boker/barneboker/loppenes-herre-9788241918377	Loppenes herre	272	https://www.norli.no/boker/barneboker/fra-8-ar/loppenes-herre	Hundemannen; Loppenes herre	273	https://www.adlibris.com/no/bok/hundemannen-loppenes-herre-9788241918377	2024-11-13 00:31:06
9788205531536	Smygende slanger	181	https://www.ark.no/produkt/boker/barneboker/smygende-slanger-9788205531536	Smygende slanger	181	https://www.norli.no/boker/barneboker/fra-6-ar/smygende-slanger	Smygende slanger	181	https://www.adlibris.com/no/bok/smygende-slanger-9788205531536	2024-11-13 00:22:20
9788202672515	Hvem i havet?	172	https://www.ark.no/produkt/boker/barneboker/hvem-i-havet-9788202672515	Hvem i havet?	172	https://www.norli.no/boker/barneboker/fra-4-ar/hvem-i-havet	Hvem i havet?	172	https://www.adlibris.com/no/bok/hvem-i-havet-9788202672515	2024-11-13 00:09:48
9788284010809	Dragon ball super - 4 : En siste sjanse for håpet	117	https://www.ark.no/produkt/boker/barneboker/dragon-ball-super-9788284010809	Dragon ball super - 4 : En siste sjanse for håpet	118	https://www.norli.no/boker/humor-og-tegneserier/tegneserier/manga/dragon-ball-super-2	Dragon ball super	118	https://www.adlibris.com/no/bok/dragon-ball-super-9788284010809	2024-11-13 00:34:39
9788202791803	Jenta som ropte monster	254	https://www.ark.no/produkt/boker/barneboker/jenta-som-ropte-monster-9788202791803	Jenta som ropte monster	254	https://www.norli.no/boker/barneboker/fra-10-ar/jenta-som-ropte-monster-1	Jenta som ropte monster	254	https://www.adlibris.com/no/bok/jenta-som-ropte-monster-9788202791803	2024-11-13 00:08:46
9788205562240	Flukten til fengselet	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-fengselet-9788205562240	Flukten til fengselet	209	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-fengselet	Flukten til fengselet	209	https://www.adlibris.com/no/bok/flukten-til-fengselet-9788205562240	2024-11-13 00:20:28
9788202794316	Leona i sirkustrøbbel	181	https://www.ark.no/produkt/boker/barneboker/leona-i-sirkustrobbel-9788202794316	Leona i sirkustrøbbel	181	https://www.norli.no/boker/barneboker/fra-6-ar/leona-i-sirkustrobbel	Leona i sirkustrøbbel	181	https://www.adlibris.com/no/bok/leona-i-sirkustrobbel-9788202794316	2024-11-13 00:20:18
9788242965547	Kråkesøstrene	159	https://www.ark.no/produkt/boker/barneboker/krakesostrene-9788242965547	Kråkesøstrene	159	https://www.norli.no/boker/barneboker/fra-8-ar/krakesostrene	Nordlys 3; Kråkesøstrene	300	https://www.adlibris.com/no/bok/nordlys-3-krakesostrene-9788242965547	2024-11-13 00:30:15
9788242978240	The portal tree - Part 2	272	https://www.ark.no/produkt/boker/barneboker/the-portal-tree-9788242978240	The portal tree - Part 2	272	https://www.norli.no/boker/barneboker/fra-8-ar/the-portal-tree-1	The portal tree	273	https://www.adlibris.com/no/bok/the-portal-tree-9788242978240	2024-11-13 00:35:30
9788202635053	Zombiene kommer! - slik overlever du	209	https://www.ark.no/produkt/boker/barneboker/zombiene-kommer-9788202635053	Zombiene kommer! - slik overlever du	209	https://www.norli.no/boker/barneboker/fra-8-ar/zombiene-kommer	Zombiene kommer!	209	https://www.adlibris.com/no/bok/zombiene-kommer-9788202635053	2024-11-13 00:19:17
9788205521544	Verdens verste leirskole	272	https://www.ark.no/produkt/boker/barneboker/verdens-verste-leirskole-9788205521544	Verdens verste leirskole	272	https://www.norli.no/boker/barneboker/fra-8-ar/verdens-verste-leirskole	Verdens verste leirskole	273	https://www.adlibris.com/no/bok/verdens-verste-leirskole-9788205521544	2024-11-13 00:34:19
9788283731699	Redd enhjørningen	245	https://www.ark.no/produkt/boker/barneboker/redd-enhjorningen-9788283731699	Redd enhjørningen	245	https://www.norli.no/boker/barneboker/fra-6-ar/redd-enhjorningen	Redd enhjørningen	245	https://www.adlibris.com/no/bok/redd-enhjorningen-9788283731699	2024-11-13 00:23:50
9788242975140	Fanget	300	https://www.ark.no/produkt/boker/barneboker/fanget-9788242975140	Fanget	300	https://www.norli.no/boker/barneboker/fra-10-ar/fanget-21	Fanget	300	https://www.adlibris.com/no/bok/fanget-9788242975140	2024-11-13 00:24:20
9788283571462	Nye fiender	154	https://www.ark.no/produkt/boker/barneboker/nye-fiender-9788283571462	Nye fiender	154	https://www.norli.no/boker/barneboker/fra-10-ar/kattekrigerne-1	Nye fiender	154	https://www.adlibris.com/no/bok/nye-fiender-9788283571462	2024-11-13 00:34:49
9788269291421	Julemonsteret	254	https://www.ark.no/produkt/boker/barneboker/julemonsteret-9788269291421	Julemonsteret	254	https://www.norli.no/boker/barneboker/fra-8-ar/julemonsteret	-	0	-	2024-11-13 00:08:35
9788283570892	En klan i knipe	154	https://www.ark.no/produkt/boker/barneboker/en-klan-i-knipe-9788283570892	En klan i knipe	154	https://www.norli.no/boker/barneboker/fra-10-ar/en-klan-i-knipe	En klan i knipe	154	https://www.adlibris.com/no/bok/en-klan-i-knipe-9788283570892	2024-11-13 00:10:27
